aX,aY,aZ
0.405,0.218,1.159
0.402,0.196,1.129
0.394,0.183,1.095
0.386,0.161,1.078
0.374,0.14,1.048
0.366,0.141,0.999
0.354,0.138,0.989
0.363,0.091,1.003
0.362,0.08,0.992
0.362,0.059,0.994
0.369,0.052,0.984
0.377,0.046,0.979
0.385,0.008,0.981
0.398,-0.012,0.983
0.407,-0.03,0.975
0.411,-0.041,0.957
0.409,-0.052,0.938
0.408,-0.061,0.889
0.407,-0.063,0.821
0.399,-0.061,0.787
0.4,-0.056,0.725
0.403,-0.059,0.673
0.407,-0.08,0.647
0.409,-0.104,0.599
0.407,-0.109,0.549
0.4,-0.107,0.527
0.392,-0.101,0.475
0.371,-0.095,0.419
0.342,-0.086,0.391
0.328,-0.079,0.343
0.302,-0.066,0.309
0.289,-0.058,0.299
0.263,-0.058,0.224
0.253,-0.046,0.176
0.231,-0.041,0.157
0.211,-0.025,0.108
0.196,-0.002,0.066
0.188,0.008,0.02
0.171,0.016,-0.005
0.143,0.033,-0.06
0.132,0.041,-0.106
0.104,0.074,-0.138
0.091,0.114,-0.2
0.076,0.133,-0.252
0.068,0.169,-0.281
0.065,0.194,-0.347
0.056,0.208,-0.406
0.058,0.224,-0.438
0.056,0.236,-0.508
0.057,0.241,-0.575
0.05,0.252,-0.603
0.049,0.26,-0.65
0.052,0.265,-0.688
0.063,0.283,-0.702
0.075,0.298,-0.73
0.077,0.305,-0.767
0.085,0.305,-0.817
0.098,0.295,-0.845
0.108,0.289,-0.89
0.135,0.287,-0.936
0.158,0.292,-0.959
0.163,0.304,-1.003
0.175,0.307,-1.037
0.188,0.319,-1.053
0.193,0.328,-1.083
0.194,0.334,-1.098
0.191,0.351,-1.132
0.19,0.367,-1.164
0.183,0.371,-1.187
0.176,0.382,-1.196
0.173,0.385,-1.196
0.177,0.386,-1.185
0.182,0.386,-1.169
0.181,0.399,-1.183
0.197,0.296,-1.165
0.151,0.485,-1.104
0.133,0.521,-1.15
0.108,0.497,-1.124
-0.11,0.73,-1.227
-0.109,0.743,-1.252
-0.099,0.742,-1.281
-0.088,0.742,-1.293
-0.072,0.735,-1.301
-0.062,0.724,-1.304
-0.041,0.718,-1.283
-0.024,0.7,-1.265
-0.015,0.716,-1.228
0.002,0.721,-1.18
0.009,0.749,-1.163
0.011,0.775,-1.137
0.011,0.772,-1.144
0.003,0.782,-1.15
0.004,0.788,-1.152
0.012,0.794,-1.146
0.026,0.789,-1.147
0.027,0.765,-1.159
0.019,0.766,-1.164
0.014,0.767,-1.162
0.011,0.774,-1.155
-0.005,0.781,-1.132
-0.019,0.795,-1.123
-0.031,0.814,-1.102
-0.048,0.816,-1.076
-0.053,0.812,-1.058
-0.054,0.794,-1.022
-0.046,0.75,-0.976
-0.057,0.785,-1.018
-0.047,0.825,-1.003
-0.008,0.824,-0.985
0.001,0.835,-0.999
0.014,0.831,-1.019
0.021,0.837,-1.032
0.026,0.845,-1.039
0.039,0.852,-1.031
0.055,0.85,-1.007
0.065,0.843,-0.981
0.081,0.817,-0.973
0.08,0.823,-0.971
0.087,0.823,-0.957
0.099,0.82,-0.951
0.102,0.814,-0.938
0.104,0.811,-0.917
0.106,0.82,-0.903
0.105,0.827,-0.874
0.093,0.834,-0.851
0.071,0.852,-0.844
0.06,0.874,-0.843
0.031,0.885,-0.849
0.013,0.91,-0.869
0.005,0.923,-0.89
-0.001,0.927,-0.904
-0.002,0.923,-0.935
0,0.921,-0.964
0.006,0.919,-0.971
0.013,0.919,-0.98
0.016,0.956,-1.059
0.038,1.056,-1.244
0.027,1.225,-1.26
0.054,1.002,-1.056
0.034,0.91,-0.896
0.005,0.895,-0.862
0.019,0.94,-0.832
0.029,0.95,-0.854
0.018,0.952,-0.875
0.014,0.96,-0.944
0.024,0.966,-0.968
0.039,0.934,-0.985
0.035,0.923,-0.98
0.023,0.927,-0.974
0.007,0.943,-0.97
0,0.969,-0.963
-0.021,0.984,-0.966
-0.049,1.019,-0.981
-0.062,1.039,-1.012
-0.084,1.076,-1.03
-0.106,1.106,-1.078
-0.119,1.127,-1.141
-0.135,1.145,-1.2
-0.145,1.182,-1.224
-0.152,1.206,-1.274
-0.152,1.216,-1.319
-0.149,1.231,-1.355
-0.147,1.236,-1.372
-0.146,1.231,-1.411
-0.147,1.233,-1.434
-0.15,1.234,-1.443
-0.155,1.234,-1.446
-0.158,1.233,-1.446
-0.17,1.232,-1.44
-0.184,1.235,-1.431
-0.194,1.23,-1.422
-0.196,1.223,-1.401
-0.197,1.216,-1.38
-0.193,1.19,-1.367
-0.188,1.157,-1.344
-0.184,1.128,-1.322
-0.178,1.114,-1.306
-0.173,1.092,-1.3
-0.163,1.071,-1.292
-0.158,1.051,-1.284
-0.146,1.041,-1.268
-0.138,1.016,-1.256
-0.132,0.979,-1.217
-0.119,0.96,-1.176
-0.113,0.919,-1.153
-0.112,0.874,-1.104
-0.107,0.851,-1.064
-0.104,0.807,-1.042
-0.1,0.756,-0.996
-0.085,0.717,-0.964
-0.077,0.696,-0.942
-0.07,0.651,-0.899
-0.068,0.622,-0.873
-0.049,0.61,-0.85
-0.03,0.582,-0.839
-0.027,0.569,-0.823
-0.021,0.559,-0.798
0.384,0.39,1.269
0.381,0.408,1.289
0.378,0.433,1.312
0.372,0.445,1.331
0.376,0.474,1.429
0.384,0.467,1.492
0.364,0.437,1.522
0.338,0.453,1.511
0.355,0.491,1.504
0.374,0.462,1.513
0.381,0.444,1.505
0.371,0.432,1.46
0.367,0.428,1.412
0.371,0.432,1.381
0.366,0.42,1.317
0.371,0.405,1.294
0.344,0.376,1.223
0.346,0.351,1.162
0.328,0.339,1.122
0.32,0.297,1.053
0.318,0.285,1.005
0.307,0.262,0.991
0.314,0.246,1.004
0.322,0.222,1.008
0.324,0.197,1.02
0.328,0.187,1.033
0.334,0.179,1.035
0.336,0.172,1.038
0.343,0.164,1.041
0.346,0.155,1.048
0.352,0.152,1.069
0.363,0.148,1.083
0.369,0.149,1.109
0.382,0.153,1.247
0.389,0.163,1.159
0.398,0.167,1.193
0.416,0.179,1.205
0.427,0.191,1.23
0.439,0.198,1.244
0.45,0.208,1.27
0.468,0.207,1.291
0.484,0.199,1.297
0.488,0.199,1.297
0.497,0.205,1.295
0.499,0.204,1.282
0.5,0.206,1.253
0.469,0.272,1.211
0.474,0.172,1.218
0.49,0.17,1.175
0.464,0.191,1.153
0.457,0.169,1.123
0.444,0.159,1.102
0.434,0.148,1.066
0.411,0.151,1.02
0.392,0.144,1
0.382,0.136,0.97
0.37,0.129,0.962
0.367,0.107,0.95
0.363,0.098,0.945
0.36,0.077,0.945
0.361,0.069,0.944
0.36,0.057,0.938
0.369,0.006,0.956
0.393,-0.012,0.959
0.4,-0.025,0.956
0.403,-0.048,0.942
0.416,-0.057,0.931
0.428,-0.065,0.92
0.435,-0.069,0.901
0.451,-0.074,0.887
0.474,-0.104,0.88
0.482,-0.135,0.864
0.488,-0.135,0.844
0.488,-0.171,0.807
0.49,-0.166,0.765
0.487,-0.154,0.715
0.48,-0.135,0.687
0.475,-0.117,0.628
0.464,-0.113,0.603
0.458,-0.108,0.549
0.458,-0.117,0.507
0.456,-0.126,0.48
0.458,-0.144,0.462
0.458,-0.162,0.426
0.439,-0.163,0.384
0.415,-0.151,0.365
0.404,-0.133,0.32
0.388,-0.122,0.293
0.375,-0.112,0.268
0.362,-0.099,0.194
0.348,-0.094,0.15
0.351,-0.081,0.134
0.361,-0.076,0.1
0.38,-0.083,0.076
0.387,-0.105,0.061
0.387,-0.118,0.02
0.379,-0.11,-0.03
0.366,-0.078,-0.058
0.358,-0.057,-0.124
0.341,-0.048,-0.203
0.336,-0.034,-0.232
0.329,-0.018,-0.311
0.3,-0.004,-0.389
0.302,-0.013,-0.42
0.301,0.019,-0.438
0.275,0.031,-0.514
0.26,0.036,-0.539
0.255,0.027,-0.577
0.244,0.022,-0.603
0.239,0.015,-0.611
0.237,0.008,-0.621
0.221,0.019,-0.621
0.198,0.054,-0.613
0.205,0.071,-0.605
0.188,0.087,-0.608
0.167,0.109,-0.63
0.157,0.128,-0.672
0.147,0.139,-0.722
0.142,0.166,-0.748
0.108,0.687,-1.21
0.072,0.651,-1.208
0.103,0.663,-1.204
0.115,0.659,-1.185
0.117,0.652,-1.16
0.119,0.644,-1.139
0.122,0.655,-1.078
0.125,0.663,-1.021
0.119,0.666,-1.008
0.092,0.669,-0.99
0.08,0.669,-0.984
0.037,0.7,-0.989
0.02,0.736,-1.002
-0.011,0.749,-1.027
-0.028,0.769,-1.041
-0.035,0.788,-1.064
-0.041,0.791,-1.081
-0.051,0.802,-1.111
-0.048,0.822,-1.127
-0.042,0.822,-1.126
-0.02,0.814,-1.133
0.004,0.811,-1.123
0.037,0.818,-1.087
0.052,0.822,-1.063
0.071,0.825,-1.046
0.086,0.793,-0.981
0.104,0.806,-0.966
0.104,0.836,-0.968
0.112,0.821,-0.936
0.134,0.824,-0.906
0.147,0.845,-0.904
0.146,0.863,-0.911
0.139,0.884,-0.918
0.123,0.887,-0.915
0.107,0.903,-0.914
0.099,0.901,-0.924
0.089,0.898,-0.95
0.078,0.905,-0.963
0.068,0.938,-0.997
0.051,0.949,-1.013
0.033,0.977,-1.031
0.027,1.003,-1.037
0.014,1.017,-1.038
0.012,1.031,-1.034
0.018,1.034,-1.021
0.022,1.034,-1.013
0.033,1.027,-0.998
0.045,1.022,-1.033
0.028,1.109,-1.315
0.135,1.346,-1.279
0.179,1.195,-1.284
0.144,1.163,-0.981
0.128,0.909,-0.855
0.137,0.798,-0.673
0.139,0.789,-0.605
0.158,0.779,-0.607
0.167,0.79,-0.641
0.165,0.796,-0.711
0.152,0.803,-0.748
0.145,0.787,-0.794
0.131,0.771,-0.794
0.106,0.725,-0.778
0.088,0.691,-0.734
0.04,0.687,-0.716
0.014,0.692,-0.687
-0.034,0.701,-0.681
-0.075,0.738,-0.685
-0.093,0.791,-0.712
-0.116,0.82,-0.755
-0.125,0.877,-0.783
-0.126,0.937,-0.839
-0.125,0.966,-0.905
-0.116,1.017,-0.94
-0.094,1.068,-1.011
-0.079,1.091,-1.078
-0.053,1.13,-1.109
-0.032,1.173,-1.172
-0.02,1.195,-1.22
-0.005,1.238,-1.241
-0.002,1.269,-1.29
-0.001,1.304,-1.322
0.007,1.313,-1.348
0.008,1.322,-1.363
0.01,1.333,-1.377
0.01,1.339,-1.382
0.005,1.348,-1.38
-0.003,1.352,-1.383
-0.013,1.348,-1.374
-0.021,1.328,-1.363
-0.025,1.322,-1.349
-0.033,1.304,-1.346
-0.038,1.273,-1.337
-0.046,1.259,-1.324
-0.053,1.232,-1.319
-0.058,1.2,-1.301
-0.058,1.182,-1.276
-0.057,1.126,-1.239
-0.059,1.09,-1.207
-0.052,1.076,-1.195
-0.05,1.037,-1.187
-0.049,1.024,-1.151
-0.042,1.001,-1.14
-0.037,0.966,-1.127
-0.023,0.948,-1.114
-0.011,0.912,-1.11
-0.005,0.884,-1.094
-0.003,0.854,-1.071
0.001,0.838,-1.041
0.006,0.808,-1.024
0.009,0.771,-0.984
0.02,0.752,-0.948
0.036,0.708,-0.928
0.041,0.67,-0.898
0.052,0.649,-0.887
0.061,0.613,-0.862
0.078,0.595,-0.829
0.097,0.601,-0.803
0.107,0.537,-0.806
0.102,0.525,-0.815
0.401,0.334,1.307
0.402,0.366,1.31
0.397,0.365,1.32
0.421,0.343,1.364
0.431,0.342,1.372
0.425,0.359,1.37
0.408,0.364,1.362
0.399,0.373,1.343
0.388,0.373,1.342
0.382,0.368,1.342
0.382,0.358,1.342
0.382,0.352,1.341
0.38,0.336,1.335
0.375,0.329,1.326
0.375,0.317,1.32
0.376,0.311,1.301
0.377,0.298,1.29
0.378,0.284,1.267
0.38,0.273,1.131
0.389,0.253,1.235
0.393,0.245,1.214
0.401,0.231,1.204
0.404,0.217,1.191
0.416,0.208,1.187
0.43,0.195,1.185
0.433,0.19,1.181
0.439,0.176,1.178
0.442,0.169,1.169
0.44,0.172,1.158
0.443,0.172,1.153
0.446,0.162,1.149
0.448,0.151,1.151
0.454,0.137,1.156
0.451,0.141,1.149
0.447,0.149,1.148
0.447,0.149,1.141
0.443,0.151,1.136
0.447,0.13,1.137
0.447,0.119,1.14
0.446,0.118,1.139
0.449,0.115,1.127
0.451,0.116,1.109
0.447,0.107,1.1
0.456,0.066,1.09
0.459,0.06,1.057
0.453,0.047,1.037
0.454,0.034,0.998
0.456,0.028,0.969
0.448,0.029,0.949
0.457,0.019,0.949
0.477,-0.004,0.95
0.472,-0.016,0.914
0.474,-0.02,0.895
0.479,-0.039,0.887
0.481,-0.053,0.871
0.484,-0.063,0.854
0.489,-0.083,0.85
0.484,-0.084,0.827
0.488,-0.105,0.815
0.494,-0.153,0.804
0.494,-0.17,0.799
0.496,-0.184,0.793
0.507,-0.196,0.789
0.524,-0.222,0.789
0.533,-0.247,0.782
0.535,-0.262,0.764
0.534,-0.265,0.738
0.525,-0.263,0.726
0.518,-0.252,0.691
0.493,-0.244,0.67
0.463,-0.227,0.62
0.446,-0.218,0.559
0.415,-0.205,0.527
0.399,-0.19,0.467
0.369,-0.181,0.404
0.359,-0.171,0.367
0.365,-0.162,0.299
0.371,-0.166,0.25
0.394,-0.198,0.227
0.406,-0.229,0.183
0.425,-0.236,0.165
0.426,-0.239,0.145
0.426,-0.237,0.112
0.429,-0.244,0.09
0.422,-0.248,0.072
0.416,-0.375,0.03
0.402,-0.253,0.008
0.4,-0.249,-0.028
0.4,-0.252,-0.052
0.397,-0.254,-0.08
0.393,-0.263,-0.092
0.261,-0.258,-0.123
0.368,-0.254,-0.141
0.367,-0.28,-0.144
0.347,-0.243,-0.121
0.291,-0.204,-0.173
0.265,-0.16,-0.206
0.227,-0.141,-0.247
0.183,-0.11,-0.276
0.152,-0.082,-0.34
0.136,-0.069,-0.4
0.117,-0.044,-0.432
0.111,-0.025,-0.494
0.114,-0.024,-0.533
0.132,-0.025,-0.55
0.157,-0.02,-0.555
0.182,-0.014,-0.563
0.192,0.003,-0.583
0.205,0.013,-0.599
0.21,0.033,-0.637
0.217,0.045,-0.69
0.228,0.066,-0.718
0.233,0.084,-0.769
0.243,0.09,-0.809
0.254,0.096,-0.824
0.259,0.102,-0.847
0.258,0.119,-0.86
0.254,0.129,-0.867
0.24,0.159,-0.878
0.082,0.767,-1.162
0.103,0.759,-1.13
0.113,0.758,-1.075
0.129,0.77,-1.039
0.124,0.776,-0.98
0.113,0.781,-0.937
0.081,0.802,-0.915
0.066,0.819,-0.881
0.036,0.83,-0.861
0.015,0.844,-0.861
0.007,0.854,-0.879
-0.011,0.862,-0.891
-0.019,0.876,-0.909
-0.025,0.883,-0.927
-0.029,0.882,-0.938
-0.026,0.884,-0.956
-0.019,0.873,-0.972
-0.009,0.875,-1.012
0.015,0.897,-1.026
0.042,0.929,-1.028
0.051,0.967,-1.039
0.065,0.985,-1.046
0.072,1.02,-1.046
0.075,1.067,-1.04
0.089,1.087,-1.037
0.106,1.102,-1.038
0.107,1.103,-1.052
0.13,1.139,-1.067
0.151,1.176,-1.091
0.155,1.179,-1.116
0.159,1.201,-1.129
0.149,1.331,-1.5
0.123,1.551,-1.717
0.255,1.631,-1.624
0.117,1.244,-1.207
0.076,1.058,-0.915
-0.002,0.903,-0.824
0.014,0.96,-0.789
0.096,1.03,-0.902
0.093,1.134,-0.956
0.084,1.092,-0.997
0.071,1.041,-1.019
0.062,0.956,-1.026
0.059,0.922,-0.995
0.054,0.916,-0.926
0.047,0.904,-0.881
0.035,0.872,-0.864
0.028,0.859,-0.839
0.018,0.854,-0.84
0.014,0.873,-0.85
0.011,0.886,-0.903
-0.016,0.954,-0.935
-0.016,1.021,-0.976
-0.026,1.014,-1.017
-0.047,1.025,-1.045
-0.046,1.043,-1.105
-0.028,1.046,-1.147
-0.024,1.043,-1.21
-0.023,1.107,-1.271
0.003,1.127,-1.27
0.018,1.149,-1.268
0.02,1.13,-1.291
0.02,1.118,-1.313
0.022,1.122,-1.339
0.03,1.131,-1.349
0.043,1.142,-1.352
0.048,1.145,-1.361
0.045,1.138,-1.372
0.039,1.126,-1.371
0.033,1.108,-1.365
0.027,1.104,-1.36
0.016,1.093,-1.326
0.011,1.078,-1.299
-0.002,1.049,-1.283
-0.01,1.023,-1.241
-0.024,1.007,-1.202
-0.044,0.987,-1.187
-0.055,0.967,-1.163
-0.062,0.957,-1.141
-0.067,0.937,-1.132
-0.068,0.921,-1.12
-0.066,0.895,-1.118
-0.065,0.889,-1.115
-0.057,0.861,-1.104
-0.043,0.827,-1.095
-0.02,0.807,-1.09
-0.001,0.763,-1.088
0.005,0.743,-1.078
0.018,0.71,-1.071
0.025,0.674,-1.053
0.039,0.655,-1.032
0.058,0.622,-1.021
0.06,0.59,-0.997
0.056,0.577,-0.989
0.055,0.557,-0.97
0.052,0.542,-0.936
0.059,0.501,-0.92
0.064,0.455,-0.884
0.073,0.434,-0.854
0.077,0.401,-0.842
0.081,0.373,-0.828
0.09,0.363,-0.815
0.093,0.353,-0.809
0.104,0.383,-0.71
0.135,0.368,-0.745
0.129,0.236,-0.726
0.103,0.137,-0.692
0.12,0.176,-0.695
0.131,0.178,-0.648
0.151,0.163,-0.602
0.164,0.046,-0.596
0.163,-0.039,-0.6
0.179,-0.063,-0.589
0.209,-0.063,-0.567
0.226,-0.055,-0.541
0.256,-0.046,-0.536
0.274,-0.019,-0.493
0.285,-0.008,-0.468
0.3,-0.008,-0.44
0.109,0.826,-1.06
0.138,0.849,-1.017
0.162,0.887,-0.996
0.172,0.922,-0.969
0.182,0.942,-0.955
0.184,0.992,-0.952
0.179,1.016,-0.987
0.159,1.068,-1.013
0.145,1.133,-1.082
0.118,1.16,-1.157
0.093,1.206,-1.196
0.082,1.244,-1.251
0.063,1.256,-1.274
0.056,1.263,-1.308
0.062,1.245,-1.32
0.068,1.219,-1.328
0.065,1.243,-1.489
0.067,1.364,-1.617
0.06,1.363,-1.455
0.083,0.934,-1.16
0.127,0.892,-1.099
0.122,0.932,-1.078
0.102,0.964,-1.037
0.043,0.964,-1.016
0.03,0.941,-0.961
0.038,0.92,-0.895
0.053,0.869,-0.849
0.043,0.815,-0.83
0.041,0.773,-0.792
0.043,0.756,-0.777
0.038,0.726,-0.757
0.027,0.714,-0.765
0.004,0.705,-0.776
-0.008,0.722,-0.807
-0.034,0.736,-0.846
-0.068,0.783,-0.87
-0.088,0.85,-0.928
-0.129,0.891,-0.988
-0.155,0.967,-1.019
-0.165,1.031,-1.094
-0.181,1.055,-1.178
-0.186,1.107,-1.217
-0.18,1.17,-1.277
-0.175,1.19,-1.351
-0.168,1.199,-1.383
-0.159,1.226,-1.431
-0.149,1.236,-1.479
-0.134,1.238,-1.51
-0.116,1.233,-1.519
-0.108,1.221,-1.53
-0.1,1.216,-1.526
-0.101,1.201,-1.518
-0.106,1.199,-1.495
-0.121,1.198,-1.465
-0.138,1.197,-1.45
-0.148,1.191,-1.422
-0.17,1.184,-1.404
-0.185,1.174,-1.399
-0.189,1.164,-1.39
-0.194,1.159,-1.381
-0.186,1.137,-1.371
-0.178,1.096,-1.346
-0.164,1.075,-1.308
-0.157,1.03,-1.287
-0.158,0.986,-1.239
-0.158,0.966,-1.193
-0.154,0.923,-1.172
-0.151,0.882,-1.126
-0.143,0.866,-1.085
-0.129,0.812,-1.058
-0.119,0.77,-1.016
-0.104,0.751,-0.982
-0.09,0.716,-0.966
-0.083,0.689,-0.945
-0.075,0.674,-0.918
-0.059,0.645,-0.909
-0.046,0.614,-0.888
-0.019,0.595,-0.859
0.009,0.552,-0.843
0.03,0.498,-0.807
0.039,0.476,-0.765
0.063,0.425,-0.745
0.08,0.387,-0.708
0.085,0.355,-0.684
0.071,0.398,-0.548
0.103,0.419,-0.551
0.112,0.298,-0.549
0.08,0.287,-0.531
0.086,0.28,-0.559
0.11,0.238,-0.467
0.138,0.086,-0.454
0.132,0.044,-0.494
0.131,-0.012,-0.486
0.152,-0.028,-0.461
0.21,-0.028,-0.441
0.252,-0.024,-0.443
0.263,0.005,-0.434
0.296,0,-0.404
0.321,0.001,-0.385
0.324,-0.016,-0.341
0.332,-0.04,-0.301
0.328,-0.04,-0.275
0.327,-0.045,-0.23
0.325,-0.079,-0.196
0.312,-0.103,-0.202
0.311,-0.152,-0.166
0.348,-0.198,-0.124
0.358,-0.232,-0.116
0.363,-0.287,-0.1
0.381,-0.304,-0.093
0.38,-0.299,-0.083
0.386,-0.302,-0.082
0.386,-0.289,-0.083
0.381,-0.292,-0.066
0.375,-0.287,-0.057
0.366,-0.275,-0.039
0.354,-0.274,-0.029
0.349,-0.281,-0.001
0.347,-0.289,0.029
0.102,0.718,-1.197
0.101,0.742,-1.196
0.096,0.751,-1.182
0.106,0.752,-1.167
0.109,0.732,-1.148
0.111,0.724,-1.121
0.11,0.724,-1.095
0.11,0.756,-1.055
0.122,0.76,-1.024
0.12,0.764,-1.018
0.126,0.763,-1.016
0.13,0.776,-1.008
0.126,0.781,-1.015
0.126,0.779,-1.019
0.125,0.789,-1.003
0.122,0.793,-0.99
0.11,0.806,-0.985
0.097,0.826,-0.975
0.077,0.834,-0.974
0.06,0.848,-0.97
0.052,0.871,-0.97
0.042,0.88,-0.989
0.034,0.896,-1.004
0.033,0.897,-1.023
0.034,0.901,-1.029
0.039,0.917,-1.045
0.041,0.924,-1.052
0.058,0.929,-1.05
0.061,0.983,-1.066
0.072,0.989,-1.078
0.08,1.007,-1.082
0.081,1.032,-1.076
0.085,1.042,-1.06
0.106,1.041,-1.05
0.114,1.034,-1.037
0.125,1.027,-1.029
0.136,1.018,-1.005
0.139,1.013,-0.985
0.141,0.993,-0.974
0.137,0.979,-0.957
0.128,0.972,-0.932
0.115,0.958,-0.917
0.119,0.931,-0.907
0.116,0.917,-0.983
0.121,0.954,-1.045
0.128,0.98,-1.014
0.1,0.913,-0.869
0.101,0.772,-0.791
0.111,0.732,-0.701
0.117,0.742,-0.704
0.101,0.768,-0.705
0.099,0.758,-0.708
0.086,0.752,-0.715
0.071,0.743,-0.736
0.066,0.741,-0.76
0.057,0.74,-0.778
0.052,0.746,-0.786
0.045,0.763,-0.801
0.039,0.776,-0.81
0.045,0.806,-0.816
0.05,0.836,-0.841
0.052,0.85,-0.879
0.06,0.872,-0.898
0.065,0.898,-0.938
0.065,0.915,-0.958
0.056,0.961,-1.001
0.047,0.986,-1.041
0.037,1.034,-1.073
0.033,1.074,-1.092
0.032,1.103,-1.129
0.031,1.118,-1.173
0.024,1.148,-1.196
0.02,1.162,-1.238
0.015,1.191,-1.264
-0.001,1.25,-1.312
0.001,1.268,-1.354
-0.007,1.266,-1.369
-0.013,1.261,-1.356
-0.004,1.225,-1.36
-0.022,1.219,-1.451
-0.039,1.203,-1.464
-0.034,1.21,-1.458
-0.033,1.24,-1.446
-0.027,1.205,-1.429
-0.032,1.184,-1.411
-0.039,1.137,-1.404
-0.036,1.105,-1.379
-0.037,1.088,-1.341
-0.037,1.08,-1.302
-0.036,1.038,-1.29
-0.037,0.987,-1.269
-0.04,0.972,-1.239
-0.043,0.956,-1.227
-0.057,0.946,-1.206
-0.063,0.938,-1.181
-0.061,0.933,-1.172
-0.05,0.921,-1.159
-0.045,0.909,-1.148
-0.026,0.88,-1.141
0.113,0.836,-1.137
0.014,0.816,-1.124
0.024,0.78,-1.118
0.032,0.743,-1.096
0.036,0.725,-1.067
0.047,0.691,-1.052
0.058,0.656,-1.021
0.063,0.62,-0.995
0.084,0.601,-0.986
0.101,0.572,-0.965
0.112,0.541,-0.942
0.119,0.529,-0.921
0.115,0.508,-0.916
0.124,0.543,-0.846
0.14,0.44,-0.83
0.134,0.424,-0.819
0.118,0.377,-0.808
0.121,0.356,-0.775
0.134,0.319,-0.759
0.139,0.312,-0.717
0.22,0.387,1.423
0.226,0.419,1.475
0.237,0.445,1.524
0.243,0.468,1.535
0.244,0.483,1.535
0.26,0.474,1.549
0.269,0.435,1.609
0.279,0.446,1.597
0.278,0.455,1.618
0.272,0.477,1.592
0.314,0.505,1.573
0.362,0.449,1.581
0.361,0.415,1.572
0.349,0.386,1.555
0.346,0.387,1.516
0.347,0.389,1.498
0.348,0.364,1.449
0.329,0.34,1.392
0.306,0.294,1.362
0.304,0.276,1.3
0.309,0.247,1.264
0.312,0.208,1.196
0.311,0.191,1.161
0.308,0.157,1.112
0.309,0.138,1.071
0.312,0.14,1.051
0.315,0.127,1.042
0.328,0.111,1.047
0.338,0.09,1.053
0.339,0.085,1.061
0.335,0.078,1.064
0.335,0.081,1.069
0.337,0.08,1.072
0.34,0.077,1.102
0.358,0.071,1.166
0.374,0.06,1.198
0.381,0.063,1.252
0.399,0.072,1.274
0.407,0.075,1.309
0.411,0.093,1.315
0.416,0.095,1.322
0.426,0.086,1.342
0.431,0.091,1.34
0.43,0.094,1.326
0.429,0.093,1.317
0.418,0.116,1.282
0.405,0.131,1.226
0.398,0.141,1.207
0.397,0.135,1.179
0.388,0.142,1.153
0.386,0.133,1.119
0.375,0.134,1.083
0.367,0.131,1.069
0.366,0.123,1.039
0.359,0.11,1.023
0.351,0.101,0.997
0.346,0.086,0.987
0.349,0.066,0.983
0.349,0.059,0.987
0.356,0.04,0.992
0.361,0.028,1.01
0.384,-0.033,1.057
0.404,-0.044,1.068
0.426,-0.088,1.076
0.432,-0.109,1.072
0.46,-0.152,1.077
0.455,-0.181,1.058
0.448,-0.187,1.011
0.43,-0.196,0.948
0.417,-0.18,0.918
0.41,-0.169,0.856
0.393,-0.156,0.825
0.368,-0.13,0.728
0.353,-0.127,0.69
0.346,-0.116,0.635
0.325,-0.115,0.544
0.274,-0.089,0.508
0.293,-0.152,0.477
0.322,-0.142,0.45
0.312,-0.128,0.401
0.3,-0.132,0.364
0.299,-0.139,0.347
0.302,-0.142,0.309
0.316,-0.147,0.298
0.343,-0.162,0.294
0.358,-0.171,0.292
0.38,-0.193,0.282
0.39,-0.201,0.235
0.394,-0.195,0.192
0.404,-0.19,0.171
0.407,-0.18,0.117
0.397,-0.165,0.035
0.387,-0.159,0.01
0.382,-0.147,-0.045
0.361,-0.135,-0.073
0.339,-0.102,-0.122
0.327,-0.076,-0.175
0.304,-0.063,-0.214
0.28,-0.053,-0.232
0.261,-0.04,-0.282
0.229,-0.015,-0.312
0.212,-0.004,-0.327
0.193,0.015,-0.363
0.184,0.014,-0.409
0.164,0.041,-0.415
0.15,0.039,-0.5
0.177,0.047,-0.482
0.166,0.107,-0.518
0.165,0.12,-0.594
0.174,0.136,-0.621
0.179,0.122,-0.684
0.201,0.118,-0.72
0.219,0.108,-0.739
0.227,0.106,-0.761
0.21,0.142,-0.768
0.224,0.115,-0.773
0.244,0.124,-0.787
0.226,0.147,-0.797
0.217,0.155,-0.831
-0.066,0.736,-1.301
-0.078,0.756,-1.343
-0.081,0.759,-1.401
-0.079,0.765,-1.43
-0.071,0.759,-1.431
-0.065,0.746,-1.43
-0.056,0.739,-1.402
-0.031,0.731,-1.344
0.006,0.713,-1.285
0.035,0.691,-1.25
0.052,0.691,-1.18
0.077,0.708,-1.028
0.14,0.697,-1.087
0.136,0.72,-1.047
0.147,0.735,-0.895
0.148,0.745,-0.976
0.146,0.744,-0.907
0.136,0.71,-0.877
0.115,0.749,-0.883
0.1,0.743,-0.86
0.085,0.734,-0.86
0.069,0.73,-0.888
0.049,0.723,-0.898
0.039,0.72,-0.926
0.019,0.719,-0.967
0.004,0.725,-0.987
-0.008,0.725,-1.027
-0.015,0.731,-1.045
-0.022,0.739,-1.037
-0.023,0.753,-1.011
-0.009,0.757,-0.968
0.002,0.762,-0.953
0.017,0.772,-0.915
0.023,0.78,-0.891
0.041,0.793,-0.873
0.06,0.818,-0.871
0.071,0.831,-0.881
0.088,0.834,-0.907
